Kingdom	Phylum	Class	Order	Family	Genus
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Mitsuaria
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Candidatus Competibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaculum
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	JI49D030	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Candidatus Hartigia
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	JI49D030	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Candidatus Nitrotoga
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
Bacteria	Proteobacteria	NA	NA	NA	NA
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parasegetibacter
Bacteria	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	NA	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	DSSD61
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Firmicutes	Clostridia	NA	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Candidatus Nitrotoga
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	[Agitococcus] lubricus group
Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax
Bacteria	NA	NA	NA	NA	NA
Bacteria	Chloroflexi	NA	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	[Agitococcus] lubricus group
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	HAW-RM37-2	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Candidatus Accumulibacter
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus
Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella
Bacteria	NA	NA	NA	NA	NA
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea
Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Brooklawnia
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	NA	NA
Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylobacillus
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Cephaloticoccus
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	NA	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes
Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Aquaspirillaceae	Rivicola
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	NA	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Bacteria	Firmicutes	Clostridia	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Pseudofulvimonas
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia
Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group
Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Brooklawnia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chiayiivirga
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Fluviicoccus
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Diaminobutyricibacter
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis
Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
Bacteria	NA	NA	NA	NA	NA
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	GWD2-49-16
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Angulomicrobium
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	OLB8
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parasegetibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8
Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1
Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azovibrio
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Candidatus Nitrotoga
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Filibacter
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea
Bacteria	Firmicutes	Clostridia	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter
Bacteria	Proteobacteria	NA	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus
Bacteria	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	211ds20	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Bacteria	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella
Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Lacibacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Fluviicoccus
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella
Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Methyloversatilis
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Cephaloticoccus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	NA	NA
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	JI49D030	NA
Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA
Bacteria	Chloroflexi	TK10	NA	NA	NA
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
Bacteria	NA	NA	NA	NA	NA
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
